,Tweet,label,vader_compound_score,Updated Label
564,burned calories doing minutes of cardio exercises including apple health app workout myfitnesspal myfitnesspal,u,0,u
565,burned calories doing minutes of cardio exercises including apple health app workout myfitnesspal,u,0,u
566,thanks thelimbiccardio for the feature on our heartfoundation smart heart app for health professionals thecsanz slints_au garryjennings,p,0.6808,p
567,wildonnelly we didnt have universal health care when i stood in line to receive the polio vaccine if care was given then at government expense it can happen now demand speakerpelosi corybooker senatormenendez govmurphy lesterholtnbc,u,0.7096,p
568,loving ariana2525 and her honesty about her mental health struggles it is beyond brave and powerful to be this open,p,0.8957,p
569,miles_k dont even mention those here illegally who arent showing up for testing or treatment watch it spread on the flip side its more likely to take out the older generation that tend to be the problems on health care and immigration mass shift in public opinion,p,0.128,n
570,joeingram1 themouthmatusow id happily volunteer to self infect if it comes to that that is how little i fear it personally im more worried about what it does to people who are not of good health then the strain that is going to put on the entire economy,p,-0.5277,n
571,bonnietowner enseysherwood the king has no clothes on trump hasnt prepared for this covid panademic thus the stock market is plunging still the gop keeps a partisan view on things while our health amp economy are going down the drain its all about trump amp the gop party of today seig trump,n,-0.0428,n
572,not__heath i thought it was heathtopher,u,0,u
573,iam_ochuole iam_doctormayor mz_drizle volqx datguyotis1 imimigold kelvinkelz6 creambuay tegamavin wow its a united fans birthday today i wish you a prestigious year ahead with good health enough funds happy birthday,p,0.9423,p
574,npr additional information safehouse faq the safehouse model pew with safe injection sites somebody has to go first it could be philadelphia overdose health,p,0.4404,u
575,jake_w over for a healthy man his age much higher due to his health issues given his very frequent close interactions with the public it is very possible if not probable that its covid19,p,0.4019,u
576,wooviestudios maybe so but i dont feel like hes being real about the reason why he sat out he said it was health related and the team took care of that now its that he wants a contract so was that it all along if you dont want to be here then just say so,p,0.3187,u
577,vynqh i mean yeah they are usually softball players id imagine they hit pretty hard,n,0.6124,p
578,hiddenqueer_ bennybenzzz im so happy you hit your target congratulations go and shine,p,0.8638,p
579,proudresister and when a recession hits people lose jobs and their insurance nobody can afford cobra so why do liberals go on and on about increasing access we need m4a,u,-0.6705,n
580,techguy what do you see as a top hurdle to achieving interoperability at your organization,p,0.2023,u
581,if you were creating a healthcare interoperability survey what questions would you ask hitsm hcldr himss20 interoperability,u,0.296,u
582,binance joins blockchain network for crossindustry kyc data sharing interoperability ethereum smartcontract defi hyperledger,u,0.4215,u
583,chainlink sees first nonethereum integration with interoperability platform polkadot reports adrianahamacher link,p,0,u
584,the railways interoperability miscellaneous amendments and revocations eu exit regulations,u,0,u
585,imagine a world tech hyperledger ethereum interoperability dlt,u,0,u
586,david squires on when football meets cryptocurrency and tokenised ecosystems cryptonews dapps digitalmarketing tech interoperability,u,0,u
587,clearview ais client list includes organizations spanning law enforcement to universities gtgtgt digitalhealth industry40 healthcare iot ai healthtech mhealth wearables,u,0,u
588,onlyfans says it wasnt hacked after hundreds of performers videos leak online gtgtgt digitalhealth industry40 healthcare healthtech iot wearables ai mhealth,u,-0.0366,n
589,aco implementation program caravan health looks to digital with acquisition of wellpepper gtgtgt digitalhealth socialmedia digitalmarketing healthtech ai iot industry40 mhealth,u,0,u
590,mangrove capitals mark tluszcz on the huge mhealth opportunity and why focusing on ux is key digitalhealth insights,p,0.6249,p
591,kurokogehime sa_suu_,u,0,u
592,vpplat hi vpplat were here to help sorry but we will be needing your affected mobile number via dm for us to investigate the concern youve raised for verification purposes please provide us any of these details last transaction made or load balance thanks joanne,n,0.7935,p
593,athenataurus mobile you just gotta click their pfp icon pc you right click their icon iirc lol but if anything i suggest telling them to use a nickname on the server thats what i do at least,p,0.2263,u
594,sa_suu_ kurokogehime,u,0,u
595,kurokogehime sa_suu_ p,u,0,u
